,0,1
0,226.59259033203125,183.477294921875
1,168.3091278076172,63.589324951171875
2,131.5400390625,68.12239074707031
3,107.94126383463542,96.80531311035156
4,105.45919291178386,63.304527282714844
5,84.32693227132161,73.49668884277344
6,86.79001363118489,71.36170196533203
7,89.15302022298177,70.53941345214844
8,84.29469299316406,65.82084655761719
9,87.63776143391927,66.55211639404297
10,89.50264739990234,65.31402587890625
11,87.1603495279948,68.42601013183594
12,86.7431411743164,63.39354705810547
13,84.86956278483073,64.90826416015625
14,83.09986114501953,65.54840850830078
15,85.21744028727214,64.34518432617188
16,91.97911071777344,63.5988655090332
17,96.59275817871094,64.72078704833984
18,83.83082834879558,66.51963806152344
19,85.21406555175781,66.3807144165039
20,93.93167622884114,63.460365295410156
21,86.57659657796223,64.33551025390625
22,85.20166015625,63.499881744384766
23,89.8365961710612,64.45188903808594
24,73.15526326497395,64.00779724121094
25,78.18812052408855,63.73891067504883
26,90.05601501464844,64.90266418457031
27,81.50371805826823,63.3990478515625
28,89.25290425618489,63.31968307495117
29,88.47770690917969,64.87565612792969
30,86.9594014485677,63.567039489746094
31,84.65022277832031,63.94267654418945
32,85.49865468343098,63.45048522949219
33,86.73259989420573,67.68463897705078
34,84.32350667317708,63.85869216918945
35,101.09679667154948,63.35805892944336
36,89.18118286132812,64.35165405273438
37,85.13809712727864,63.34015655517578
38,83.98840840657552,66.17095947265625
39,88.85292561848958,64.4472427368164
40,78.30699793497722,67.93424987792969
41,80.39608510335286,63.32279586791992
42,89.74025217692058,66.53753662109375
43,90.72103373209636,64.91261291503906
44,82.80750274658203,71.20117950439453
45,89.90055847167969,63.61967849731445
46,86.21376037597656,66.8707046508789
47,86.9806137084961,63.319583892822266
48,100.56144205729167,75.650634765625
49,93.47514343261719,67.17160034179688
50,90.56886291503906,65.21406555175781
51,79.29334513346355,63.318992614746094
52,80.97055308024089,65.53684997558594
53,83.2636947631836,63.42390441894531
54,81.13624699910481,63.43153762817383
55,79.22266896565755,63.9942626953125
56,78.3834940592448,63.331634521484375
57,71.01292673746745,63.85279846191406
58,85.35682678222656,63.70088577270508
59,84.35987091064453,68.2398452758789
60,82.18104298909505,66.93782043457031
61,84.16424814860027,63.34413146972656
62,72.99546305338542,63.79176330566406
63,92.46135965983073,63.34165954589844
64,83.43503316243489,66.13240051269531
65,84.13819630940755,64.54096984863281
66,79.02417755126953,64.57178497314453
67,95.06819915771484,64.2614974975586
68,90.01730855305989,65.03492736816406
69,79.46576182047527,64.61124420166016
70,86.60414123535156,63.35973358154297
71,87.28040568033855,63.324867248535156
72,72.83079274495442,64.05902099609375
73,79.33550262451172,63.329612731933594
74,79.8987528483073,63.35834503173828
75,80.54656219482422,63.4448356628418
76,80.94645182291667,67.31109619140625
77,81.93369801839192,66.31880950927734
78,77.44145202636719,64.19105529785156
79,83.24129994710286,64.05113220214844
80,81.6567891438802,66.49169921875
81,89.13405354817708,67.72551727294922
82,81.24977620442708,63.321258544921875
83,82.8711166381836,65.16986083984375
84,83.22316487630208,65.20620727539062
85,84.0140151977539,66.56141662597656
86,82.79992930094402,63.78561782836914
87,86.06756337483723,63.320030212402344
88,80.22726949055989,64.28618621826172
89,89.84978993733723,66.19671630859375
90,78.03885142008464,64.3993911743164
91,79.4905293782552,63.579219818115234
92,74.49324798583984,63.631961822509766
93,79.20919291178386,63.483768463134766
94,84.61981455485027,66.061767578125
95,90.98115539550781,65.32107543945312
96,79.48684183756511,63.974822998046875
97,76.06499481201172,63.36259841918945
98,80.17966969807942,63.38796615600586
99,86.90926869710286,65.05697631835938
